##天赋技能,,,,,,,,,,,,,,
ID,名称,描述,等级,品质,升级材料,升级铜币,升级等阶,主公等级要求,技能效果,当前效果描述,下级效果描述,图标,前端ID,技能升级效果
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,22,4,,16000,1,23,102782,伤害+120 攻击加成+12.2%,伤害+126 攻击加成+12.3%,1024,102401022,伤害+5#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,23,4,,17000,1,24,102783,伤害+126 攻击加成+12.3%,伤害+131 攻击加成+12.4%,1024,102401023,伤害+6#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,24,4,,18000,1,25,102784,伤害+131 攻击加成+12.4%,伤害+137 攻击加成+12.5%,1024,102401024,伤害+5#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,25,4,,19000,1,26,102785,伤害+137 攻击加成+12.5%,伤害+142 攻击加成+12.6%,1024,102401025,伤害+6#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,26,4,,20000,1,27,102786,伤害+142 攻击加成+12.6%,伤害+148 攻击加成+12.7%,1024,102401026,伤害+5#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,27,4,,21000,1,28,102787,伤害+148 攻击加成+12.7%,伤害+153 攻击加成+12.8%,1024,102401027,伤害+6#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,28,4,,22000,1,29,102788,伤害+153 攻击加成+12.8%,伤害+158 攻击加成+12.9%,1024,102401028,伤害+5#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,29,4,,23000,1,30,102789,伤害+158 攻击加成+12.9%,伤害+164 攻击加成+13%,1024,102401029,伤害+5#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,30,4,,24000,1,31,102790,伤害+164 攻击加成+13%,伤害+175 攻击加成+13.1%,1024,102401030,伤害+6#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,31,4,,26000,1,32,102791,伤害+175 攻击加成+13.1%,伤害+186 攻击加成+13.2%,1024,102401031,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,32,4,,28000,1,33,102792,伤害+186 攻击加成+13.2%,伤害+197 攻击加成+13.3%,1024,102401032,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,33,4,,30000,1,34,102793,伤害+197 攻击加成+13.3%,伤害+208 攻击加成+13.4%,1024,102401033,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,34,4,,32000,1,35,102794,伤害+208 攻击加成+13.4%,伤害+219 攻击加成+13.5%,1024,102401034,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,35,4,,34000,1,36,102795,伤害+219 攻击加成+13.5%,伤害+229 攻击加成+13.6%,1024,102401035,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,36,4,,36000,1,37,102796,伤害+229 攻击加成+13.6%,伤害+240 攻击加成+13.7%,1024,102401036,伤害+10#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,37,4,,38000,1,38,102797,伤害+240 攻击加成+13.7%,伤害+251 攻击加成+13.8%,1024,102401037,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,38,4,,40000,1,39,102798,伤害+251 攻击加成+13.8%,伤害+262 攻击加成+13.9%,1024,102401038,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,39,4,,42000,1,40,102799,伤害+262 攻击加成+13.9%,伤害+273 攻击加成+14%,1024,102401039,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,40,4,,44000,1,41,102800,伤害+273 攻击加成+14%,伤害+284 攻击加成+14.1%,1024,102401040,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,41,4,,46000,1,42,102801,伤害+284 攻击加成+14.1%,伤害+295 攻击加成+14.2%,1024,102401041,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,42,4,,48000,1,43,102802,伤害+295 攻击加成+14.2%,伤害+306 攻击加成+14.3%,1024,102401042,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,43,4,,50000,1,44,102803,伤害+306 攻击加成+14.3%,伤害+317 攻击加成+14.4%,1024,102401043,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,44,4,,52000,1,45,102804,伤害+317 攻击加成+14.4%,伤害+328 攻击加成+14.5%,1024,102401044,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,45,4,,54000,1,46,102805,伤害+328 攻击加成+14.5%,伤害+339 攻击加成+14.6%,1024,102401045,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,46,4,,56000,1,47,102806,伤害+339 攻击加成+14.6%,伤害+350 攻击加成+14.7%,1024,102401046,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,47,4,,58000,1,48,102807,伤害+350 攻击加成+14.7%,伤害+361 攻击加成+14.8%,1024,102401047,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,48,4,,60000,1,49,102808,伤害+361 攻击加成+14.8%,伤害+372 攻击加成+14.9%,1024,102401048,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,49,4,,62000,1,50,102809,伤害+372 攻击加成+14.9%,伤害+382 攻击加成+15%,1024,102401049,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,50,4,,64000,1,51,102810,伤害+382 攻击加成+15%,伤害+393 攻击加成+15.1%,1024,102401050,伤害+10#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,51,4,,66000,1,52,102811,伤害+393 攻击加成+15.1%,伤害+404 攻击加成+15.2%,1024,102401051,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,52,4,,68000,1,53,102812,伤害+404 攻击加成+15.2%,伤害+415 攻击加成+15.3%,1024,102401052,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,53,4,,70000,1,54,102813,伤害+415 攻击加成+15.3%,伤害+426 攻击加成+15.4%,1024,102401053,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,54,4,,72000,1,55,102814,伤害+426 攻击加成+15.4%,伤害+437 攻击加成+15.5%,1024,102401054,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,55,4,,74000,1,56,102815,伤害+437 攻击加成+15.5%,伤害+448 攻击加成+15.6%,1024,102401055,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,56,4,,76000,1,57,102816,伤害+448 攻击加成+15.6%,伤害+459 攻击加成+15.7%,1024,102401056,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,57,4,,78000,1,58,102817,伤害+459 攻击加成+15.7%,伤害+470 攻击加成+15.8%,1024,102401057,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,58,4,,80000,1,59,102818,伤害+470 攻击加成+15.8%,伤害+481 攻击加成+15.9%,1024,102401058,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,59,4,,82000,1,60,102819,伤害+481 攻击加成+15.9%,伤害+492 攻击加成+16%,1024,102401059,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,60,4,,84000,1,61,102820,伤害+492 攻击加成+16%,伤害+519 攻击加成+16.1%,1024,102401060,伤害+11#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,61,4,,86000,1,62,102821,伤害+519 攻击加成+16.1%,伤害+546 攻击加成+16.2%,1024,102401061,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,62,4,,88000,1,63,102822,伤害+546 攻击加成+16.2%,伤害+574 攻击加成+16.3%,1024,102401062,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,63,4,,90000,1,64,102823,伤害+574 攻击加成+16.3%,伤害+601 攻击加成+16.4%,1024,102401063,伤害+28#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,64,4,,92000,1,65,102824,伤害+601 攻击加成+16.4%,伤害+628 攻击加成+16.5%,1024,102401064,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,65,4,,94000,1,66,102825,伤害+628 攻击加成+16.5%,伤害+656 攻击加成+16.6%,1024,102401065,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,66,4,,96000,1,67,102826,伤害+656 攻击加成+16.6%,伤害+683 攻击加成+16.7%,1024,102401066,伤害+28#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,67,4,,98000,1,68,102827,伤害+683 攻击加成+16.7%,伤害+710 攻击加成+16.8%,1024,102401067,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,68,4,,100000,1,69,102828,伤害+710 攻击加成+16.8%,伤害+738 攻击加成+16.9%,1024,102401068,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,69,4,,102000,1,70,102829,伤害+738 攻击加成+16.9%,伤害+765 攻击加成+17%,1024,102401069,伤害+28#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,70,4,,104000,1,71,102830,伤害+765 攻击加成+17%,伤害+792 攻击加成+17.1%,1024,102401070,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,71,4,,106000,1,72,102831,伤害+792 攻击加成+17.1%,伤害+820 攻击加成+17.2%,1024,102401071,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,72,4,,108000,1,73,102832,伤害+820 攻击加成+17.2%,伤害+847 攻击加成+17.3%,1024,102401072,伤害+28#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,73,4,,110000,1,74,102833,伤害+847 攻击加成+17.3%,伤害+874 攻击加成+17.4%,1024,102401073,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,74,4,,112000,1,75,102834,伤害+874 攻击加成+17.4%,伤害+901 攻击加成+17.5%,1024,102401074,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,75,4,,114000,1,76,102835,伤害+901 攻击加成+17.5%,伤害+929 攻击加成+17.6%,1024,102401075,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,76,4,,116000,1,77,102836,伤害+929 攻击加成+17.6%,伤害+956 攻击加成+17.7%,1024,102401076,伤害+28#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,77,4,,118000,1,78,102837,伤害+956 攻击加成+17.7%,伤害+983 攻击加成+17.8%,1024,102401077,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,78,4,,120000,1,79,102838,伤害+983 攻击加成+17.8%,伤害+1011 攻击加成+17.9%,1024,102401078,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,79,4,,122000,1,80,102839,伤害+1011 攻击加成+17.9%,伤害+1038 攻击加成+18%,1024,102401079,伤害+28#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,80,4,,124000,1,81,102840,伤害+1038 攻击加成+18%,伤害+1065 攻击加成+18.1%,1024,102401080,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,81,4,,126000,1,82,102841,伤害+1065 攻击加成+18.1%,伤害+1093 攻击加成+18.2%,1024,102401081,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,82,4,,128000,1,83,102842,伤害+1093 攻击加成+18.2%,伤害+1120 攻击加成+18.3%,1024,102401082,伤害+28#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,83,4,,130000,1,84,102843,伤害+1120 攻击加成+18.3%,伤害+1147 攻击加成+18.4%,1024,102401083,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,84,4,,132000,1,85,102844,伤害+1147 攻击加成+18.4%,伤害+1175 攻击加成+18.5%,1024,102401084,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,85,4,,134000,1,86,102845,伤害+1175 攻击加成+18.5%,伤害+1202 攻击加成+18.6%,1024,102401085,伤害+28#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,86,4,,136000,1,87,102846,伤害+1202 攻击加成+18.6%,伤害+1229 攻击加成+18.7%,1024,102401086,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,87,4,,138000,1,88,102847,伤害+1229 攻击加成+18.7%,伤害+1257 攻击加成+18.8%,1024,102401087,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,88,4,,140000,1,89,102848,伤害+1257 攻击加成+18.8%,伤害+1284 攻击加成+18.9%,1024,102401088,伤害+28#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,89,4,,142000,1,90,102849,伤害+1284 攻击加成+18.9%,伤害+1311 攻击加成+19%,1024,102401089,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,90,4,,147000,1,91,102850,伤害+1311 攻击加成+19%,伤害+1377 攻击加成+19.1%,1024,102401090,伤害+27#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,91,4,,152000,1,92,102851,伤害+1377 攻击加成+19.1%,伤害+1442 攻击加成+19.2%,1024,102401091,伤害+66#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,92,4,,157000,1,93,102852,伤害+1442 攻击加成+19.2%,伤害+1508 攻击加成+19.3%,1024,102401092,伤害+65#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,93,4,,162000,1,94,102853,伤害+1508 攻击加成+19.3%,伤害+1573 攻击加成+19.4%,1024,102401093,伤害+66#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,94,4,,167000,1,95,102854,伤害+1573 攻击加成+19.4%,伤害+1639 攻击加成+19.5%,1024,102401094,伤害+65#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,95,4,,172000,1,96,102855,伤害+1639 攻击加成+19.5%,伤害+1705 攻击加成+19.6%,1024,102401095,伤害+66#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,96,4,,177000,1,97,102856,伤害+1705 攻击加成+19.6%,伤害+1770 攻击加成+19.7%,1024,102401096,伤害+66#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,97,4,,182000,1,98,102857,伤害+1770 攻击加成+19.7%,伤害+1836 攻击加成+19.8%,1024,102401097,伤害+65#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,98,4,,187000,1,99,102858,伤害+1836 攻击加成+19.8%,伤害+1901 攻击加成+19.9%,1024,102401098,伤害+66#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,99,4,,192000,1,100,102859,伤害+1901 攻击加成+19.9%,伤害+1967 攻击加成+20%,1024,102401099,伤害+65#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,100,4,,197000,1,101,102860,伤害+1967 攻击加成+20%,伤害+2032 攻击加成+20.1%,1024,102401100,伤害+66#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,101,4,,202000,1,102,102861,伤害+2032 攻击加成+20.1%,伤害+2098 攻击加成+20.2%,1024,102401101,伤害+65#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,102,4,,207000,1,103,102862,伤害+2098 攻击加成+20.2%,伤害+2163 攻击加成+20.3%,1024,102401102,伤害+66#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,103,4,,212000,1,104,102863,伤害+2163 攻击加成+20.3%,伤害+2229 攻击加成+20.4%,1024,102401103,伤害+65#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,104,4,,217000,1,105,102864,伤害+2229 攻击加成+20.4%,伤害+2295 攻击加成+20.5%,1024,102401104,伤害+66#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,105,4,,222000,1,106,102865,伤害+2295 攻击加成+20.5%,伤害+2360 攻击加成+20.6%,1024,102401105,伤害+66#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,106,4,,227000,1,107,102866,伤害+2360 攻击加成+20.6%,伤害+2426 攻击加成+20.7%,1024,102401106,伤害+65#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,107,4,,232000,1,108,102867,伤害+2426 攻击加成+20.7%,伤害+2491 攻击加成+20.8%,1024,102401107,伤害+66#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,108,4,,237000,1,109,102868,伤害+2491 攻击加成+20.8%,伤害+2557 攻击加成+20.9%,1024,102401108,伤害+65#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,109,4,,242000,1,110,102869,伤害+2557 攻击加成+20.9%,伤害+2622 攻击加成+21%,1024,102401109,伤害+66#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,110,4,,247000,1,111,102870,伤害+2622 攻击加成+21%,伤害+2688 攻击加成+21.1%,1024,102401110,伤害+65#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,111,4,,252000,1,112,102871,伤害+2688 攻击加成+21.1%,伤害+2754 攻击加成+21.2%,1024,102401111,伤害+66#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,112,4,,257000,1,113,102872,伤害+2754 攻击加成+21.2%,伤害+2819 攻击加成+21.3%,1024,102401112,伤害+66#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,113,4,,262000,1,114,102873,伤害+2819 攻击加成+21.3%,伤害+2885 攻击加成+21.4%,1024,102401113,伤害+65#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,114,4,,267000,1,115,102874,伤害+2885 攻击加成+21.4%,伤害+2950 攻击加成+21.5%,1024,102401114,伤害+66#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,115,4,,272000,1,116,102875,伤害+2950 攻击加成+21.5%,伤害+3016 攻击加成+21.6%,1024,102401115,伤害+65#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,116,4,,277000,1,117,102876,伤害+3016 攻击加成+21.6%,伤害+3081 攻击加成+21.7%,1024,102401116,伤害+66#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,117,4,,282000,1,118,102877,伤害+3081 攻击加成+21.7%,伤害+3147 攻击加成+21.8%,1024,102401117,伤害+65#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,118,4,,287000,1,119,102878,伤害+3147 攻击加成+21.8%,伤害+3212 攻击加成+21.9%,1024,102401118,伤害+66#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,119,4,,292000,1,120,102879,伤害+3212 攻击加成+21.9%,伤害+3278 攻击加成+22%,1024,102401119,伤害+65#攻击加成+0.1%
102401,画地为牢,攻击单个目标，吸取其怒气转化为自身怒气，同时提升自己的攻击五回合，多次攻击状态可叠加,120,4,,300000,1,120,102880,伤害+3278 攻击加成+22%,已达最高等级,1024,102401120,伤害+66#攻击加成+0.1%
102501,豪气干云,对敌方及其横排目标造成伤害，一定机率使其眩晕,0,4,,0,1,1,,未激活,伤害+7 眩晕机率+20.3%,1093,102501000,伤害+-327800%#眩晕机率+-2%
102501,豪气干云,对敌方及其横排目标造成伤害，一定机率使其眩晕,1,4,,400,1,2,102881,伤害+7 眩晕机率+20.3%,伤害+13 眩晕机率+20.6%,1093,102501001,伤害+7#眩晕机率+0.3%
102501,豪气干云,对敌方及其横排目标造成伤害，一定机率使其眩晕,2,4,,800,1,3,102882,伤害+13 眩晕机率+20.6%,伤害+20 眩晕机率+20.9%,1093,102501002,伤害+6#眩晕机率+0.3%
102501,豪气干云,对敌方及其横排目标造成伤害，一定机率使其眩晕,3,4,,1200,1,4,102883,伤害+20 眩晕机率+20.9%,伤害+26 眩晕机率+21.2%,1093,102501003,伤害+7#眩晕机率+0.3%
102501,豪气干云,对敌方及其横排目标造成伤害，一定机率使其眩晕,4,4,,1600,1,5,102884,伤害+26 眩晕机率+21.2%,伤害+33 眩晕机率+21.5%,1093,102501004,伤害+6#眩晕机率+0.3%
102501,豪气干云,对敌方及其横排目标造成伤害，一定机率使其眩晕,5,4,,2000,1,6,102885,伤害+33 眩晕机率+21.5%,伤害+40 眩晕机率+21.8%,1093,102501005,伤害+7#眩晕机率+0.3%
102501,豪气干云,对敌方及其横排目标造成伤害，一定机率使其眩晕,6,4,,2400,1,7,102886,伤害+40 眩晕机率+21.8%,伤害+46 眩晕机率+22.1%,1093,102501006,伤害+7#眩晕机率+0.3%
