##这是一个注释,,,,
名次,帐号,名字,初始英雄,等级
671,*ar*671,纳兰荒庚,1001,20
672,*ar*672,夏侯荒庚,1001,20
673,*ar*673,诸葛荒庚,1001,20
674,*ar*674,司马荒庚,1001,20
675,*ar*675,上官荒庚,1001,20
676,*ar*676,欧阳荒庚,1001,20
677,*ar*677,东方荒庚,1001,20
678,*ar*678,皇甫荒庚,1001,20
679,*ar*679,淳于荒庚,1001,20
680,*ar*680,轩辕荒庚,1001,20
681,*ar*681,纳兰威庚,1001,20
682,*ar*682,夏侯威庚,1001,20
683,*ar*683,诸葛威庚,1001,20
684,*ar*684,司马威庚,1001,20
685,*ar*685,上官威庚,1001,20
686,*ar*686,欧阳威庚,1001,20
687,*ar*687,东方威庚,1001,20
688,*ar*688,皇甫威庚,1001,20
689,*ar*689,淳于威庚,1001,20
690,*ar*690,轩辕威庚,1001,20
691,*ar*691,纳兰武庚,1001,20
692,*ar*692,夏侯武庚,1001,20
693,*ar*693,诸葛武庚,1001,20
694,*ar*694,司马武庚,1001,20
695,*ar*695,上官武庚,1001,20
696,*ar*696,欧阳武庚,1001,20
697,*ar*697,东方武庚,1001,20
698,*ar*698,皇甫武庚,1001,20
699,*ar*699,淳于武庚,1001,20
700,*ar*700,轩辕武庚,1001,20
701,*ar*701,纳兰天辛,1001,20
702,*ar*702,夏侯天辛,1001,20
703,*ar*703,诸葛天辛,1001,20
704,*ar*704,司马天辛,1001,20
705,*ar*705,上官天辛,1001,20
706,*ar*706,欧阳天辛,1001,20
707,*ar*707,东方天辛,1001,20
708,*ar*708,皇甫天辛,1001,20
709,*ar*709,淳于天辛,1001,20
710,*ar*710,轩辕天辛,1001,20
711,*ar*711,纳兰地辛,1001,20
712,*ar*712,夏侯地辛,1001,20
713,*ar*713,诸葛地辛,1001,20
714,*ar*714,司马地辛,1001,20
715,*ar*715,上官地辛,1001,20
716,*ar*716,欧阳地辛,1001,20
717,*ar*717,东方地辛,1001,20
718,*ar*718,皇甫地辛,1001,20
719,*ar*719,淳于地辛,1001,20
720,*ar*720,轩辕地辛,1001,20
721,*ar*721,纳兰玄辛,1001,20
722,*ar*722,夏侯玄辛,1001,20
723,*ar*723,诸葛玄辛,1001,20
724,*ar*724,司马玄辛,1001,20
725,*ar*725,上官玄辛,1001,20
726,*ar*726,欧阳玄辛,1001,20
727,*ar*727,东方玄辛,1001,20
728,*ar*728,皇甫玄辛,1001,20
729,*ar*729,淳于玄辛,1001,20
730,*ar*730,轩辕玄辛,1001,20
731,*ar*731,纳兰黄辛,1001,20
732,*ar*732,夏侯黄辛,1001,20
733,*ar*733,诸葛黄辛,1001,20
734,*ar*734,司马黄辛,1001,20
735,*ar*735,上官黄辛,1001,20
736,*ar*736,欧阳黄辛,1001,20
737,*ar*737,东方黄辛,1001,20
738,*ar*738,皇甫黄辛,1001,20
739,*ar*739,淳于黄辛,1001,20
740,*ar*740,轩辕黄辛,1001,20
741,*ar*741,纳兰宇辛,1001,20
742,*ar*742,夏侯宇辛,1001,20
743,*ar*743,诸葛宇辛,1001,20
744,*ar*744,司马宇辛,1001,20
745,*ar*745,上官宇辛,1001,20
746,*ar*746,欧阳宇辛,1001,20
747,*ar*747,东方宇辛,1001,20
748,*ar*748,皇甫宇辛,1001,20
749,*ar*749,淳于宇辛,1001,20
750,*ar*750,轩辕宇辛,1001,20
751,*ar*751,纳兰宙辛,1001,20
752,*ar*752,夏侯宙辛,1001,20
753,*ar*753,诸葛宙辛,1001,20
754,*ar*754,司马宙辛,1001,20
755,*ar*755,上官宙辛,1001,20
756,*ar*756,欧阳宙辛,1001,20
757,*ar*757,东方宙辛,1001,20
758,*ar*758,皇甫宙辛,1001,20
759,*ar*759,淳于宙辛,1001,20
760,*ar*760,轩辕宙辛,1001,20
761,*ar*761,纳兰洪辛,1001,20
762,*ar*762,夏侯洪辛,1001,20
763,*ar*763,诸葛洪辛,1001,20
764,*ar*764,司马洪辛,1001,20
765,*ar*765,上官洪辛,1001,20
766,*ar*766,欧阳洪辛,1001,20
767,*ar*767,东方洪辛,1001,20
768,*ar*768,皇甫洪辛,1001,20
769,*ar*769,淳于洪辛,1001,20
770,*ar*770,轩辕洪辛,1001,20
771,*ar*771,纳兰荒辛,1001,20
772,*ar*772,夏侯荒辛,1001,20
773,*ar*773,诸葛荒辛,1001,20
774,*ar*774,司马荒辛,1001,20
775,*ar*775,上官荒辛,1001,20
776,*ar*776,欧阳荒辛,1001,20
777,*ar*777,东方荒辛,1001,20
778,*ar*778,皇甫荒辛,1001,20
779,*ar*779,淳于荒辛,1001,20
780,*ar*780,轩辕荒辛,1001,20
781,*ar*781,纳兰威辛,1001,20
782,*ar*782,夏侯威辛,1001,20
783,*ar*783,诸葛威辛,1001,20
784,*ar*784,司马威辛,1001,20
785,*ar*785,上官威辛,1001,20
786,*ar*786,欧阳威辛,1001,20
787,*ar*787,东方威辛,1001,20
788,*ar*788,皇甫威辛,1001,20
789,*ar*789,淳于威辛,1001,20
790,*ar*790,轩辕威辛,1001,20
791,*ar*791,纳兰武辛,1001,20
792,*ar*792,夏侯武辛,1001,20
793,*ar*793,诸葛武辛,1001,20
794,*ar*794,司马武辛,1001,20
795,*ar*795,上官武辛,1001,20
796,*ar*796,欧阳武辛,1001,20
797,*ar*797,东方武辛,1001,20
798,*ar*798,皇甫武辛,1001,20
799,*ar*799,淳于武辛,1001,20
800,*ar*800,轩辕武辛,1001,20
801,*ar*801,纳兰天壬,1001,20
802,*ar*802,夏侯天壬,1001,20
803,*ar*803,诸葛天壬,1001,20
804,*ar*804,司马天壬,1001,20
805,*ar*805,上官天壬,1001,20
806,*ar*806,欧阳天壬,1001,20
807,*ar*807,东方天壬,1001,20
808,*ar*808,皇甫天壬,1001,20
809,*ar*809,淳于天壬,1001,20
810,*ar*810,轩辕天壬,1001,20
811,*ar*811,纳兰地壬,1001,20
812,*ar*812,夏侯地壬,1001,20
813,*ar*813,诸葛地壬,1001,20
814,*ar*814,司马地壬,1001,20
815,*ar*815,上官地壬,1001,20
816,*ar*816,欧阳地壬,1001,20
817,*ar*817,东方地壬,1001,20
818,*ar*818,皇甫地壬,1001,20
819,*ar*819,淳于地壬,1001,20
820,*ar*820,轩辕地壬,1001,20
821,*ar*821,纳兰玄壬,1001,20
822,*ar*822,夏侯玄壬,1001,20
823,*ar*823,诸葛玄壬,1001,20
824,*ar*824,司马玄壬,1001,20
825,*ar*825,上官玄壬,1001,20
826,*ar*826,欧阳玄壬,1001,20
827,*ar*827,东方玄壬,1001,20
828,*ar*828,皇甫玄壬,1001,20
829,*ar*829,淳于玄壬,1001,20
830,*ar*830,轩辕玄壬,1001,20
831,*ar*831,纳兰黄壬,1001,20
832,*ar*832,夏侯黄壬,1001,20
833,*ar*833,诸葛黄壬,1001,20
834,*ar*834,司马黄壬,1001,20
835,*ar*835,上官黄壬,1001,20
836,*ar*836,欧阳黄壬,1001,20
837,*ar*837,东方黄壬,1001,20
838,*ar*838,皇甫黄壬,1001,20
839,*ar*839,淳于黄壬,1001,20
840,*ar*840,轩辕黄壬,1001,20
841,*ar*841,纳兰宇壬,1001,20
842,*ar*842,夏侯宇壬,1001,20
843,*ar*843,诸葛宇壬,1001,20
844,*ar*844,司马宇壬,1001,20
845,*ar*845,上官宇壬,1001,20
846,*ar*846,欧阳宇壬,1001,20
847,*ar*847,东方宇壬,1001,20
848,*ar*848,皇甫宇壬,1001,20
849,*ar*849,淳于宇壬,1001,20
850,*ar*850,轩辕宇壬,1001,20
851,*ar*851,纳兰宙壬,1001,20
852,*ar*852,夏侯宙壬,1001,20
853,*ar*853,诸葛宙壬,1001,20
854,*ar*854,司马宙壬,1001,20
855,*ar*855,上官宙壬,1001,20
856,*ar*856,欧阳宙壬,1001,20
857,*ar*857,东方宙壬,1001,20
858,*ar*858,皇甫宙壬,1001,20
859,*ar*859,淳于宙壬,1001,20
860,*ar*860,轩辕宙壬,1001,20
861,*ar*861,纳兰洪壬,1001,20
862,*ar*862,夏侯洪壬,1001,20
863,*ar*863,诸葛洪壬,1001,20
864,*ar*864,司马洪壬,1001,20
865,*ar*865,上官洪壬,1001,20
866,*ar*866,欧阳洪壬,1001,20
867,*ar*867,东方洪壬,1001,20
868,*ar*868,皇甫洪壬,1001,20
869,*ar*869,淳于洪壬,1001,20
870,*ar*870,轩辕洪壬,1001,20
871,*ar*871,纳兰荒壬,1001,20
872,*ar*872,夏侯荒壬,1001,20
873,*ar*873,诸葛荒壬,1001,20
874,*ar*874,司马荒壬,1001,20
875,*ar*875,上官荒壬,1001,20
876,*ar*876,欧阳荒壬,1001,20
877,*ar*877,东方荒壬,1001,20
878,*ar*878,皇甫荒壬,1001,20
879,*ar*879,淳于荒壬,1001,20
880,*ar*880,轩辕荒壬,1001,20
881,*ar*881,纳兰威壬,1001,20
882,*ar*882,夏侯威壬,1001,20
883,*ar*883,诸葛威壬,1001,20
884,*ar*884,司马威壬,1001,20
885,*ar*885,上官威壬,1001,20
886,*ar*886,欧阳威壬,1001,20
887,*ar*887,东方威壬,1001,20
888,*ar*888,皇甫威壬,1001,20
889,*ar*889,淳于威壬,1001,20
890,*ar*890,轩辕威壬,1001,20
891,*ar*891,纳兰武壬,1001,20
892,*ar*892,夏侯武壬,1001,20
893,*ar*893,诸葛武壬,1001,20
894,*ar*894,司马武壬,1001,20
895,*ar*895,上官武壬,1001,20
896,*ar*896,欧阳武壬,1001,20
897,*ar*897,东方武壬,1001,20
898,*ar*898,皇甫武壬,1001,20
899,*ar*899,淳于武壬,1001,20
900,*ar*900,轩辕武壬,1001,20
901,*ar*901,纳兰天癸,1001,20
902,*ar*902,夏侯天癸,1001,20
903,*ar*903,诸葛天癸,1001,20
904,*ar*904,司马天癸,1001,20
905,*ar*905,上官天癸,1001,20
906,*ar*906,欧阳天癸,1001,20
907,*ar*907,东方天癸,1001,20
908,*ar*908,皇甫天癸,1001,20
909,*ar*909,淳于天癸,1001,20
910,*ar*910,轩辕天癸,1001,20
911,*ar*911,纳兰地癸,1001,20
912,*ar*912,夏侯地癸,1001,20
913,*ar*913,诸葛地癸,1001,20
914,*ar*914,司马地癸,1001,20
915,*ar*915,上官地癸,1001,20
916,*ar*916,欧阳地癸,1001,20
917,*ar*917,东方地癸,1001,20
918,*ar*918,皇甫地癸,1001,20
919,*ar*919,淳于地癸,1001,20
920,*ar*920,轩辕地癸,1001,20
921,*ar*921,纳兰玄癸,1001,20
922,*ar*922,夏侯玄癸,1001,20
923,*ar*923,诸葛玄癸,1001,20
924,*ar*924,司马玄癸,1001,20
925,*ar*925,上官玄癸,1001,20
926,*ar*926,欧阳玄癸,1001,20
927,*ar*927,东方玄癸,1001,20
928,*ar*928,皇甫玄癸,1001,20
929,*ar*929,淳于玄癸,1001,20
930,*ar*930,轩辕玄癸,1001,20
931,*ar*931,纳兰黄癸,1001,20
932,*ar*932,夏侯黄癸,1001,20
933,*ar*933,诸葛黄癸,1001,20
934,*ar*934,司马黄癸,1001,20
935,*ar*935,上官黄癸,1001,20
936,*ar*936,欧阳黄癸,1001,20
937,*ar*937,东方黄癸,1001,20
938,*ar*938,皇甫黄癸,1001,20
939,*ar*939,淳于黄癸,1001,20
940,*ar*940,轩辕黄癸,1001,20
941,*ar*941,纳兰宇癸,1001,20
942,*ar*942,夏侯宇癸,1001,20
943,*ar*943,诸葛宇癸,1001,20
944,*ar*944,司马宇癸,1001,20
945,*ar*945,上官宇癸,1001,20
946,*ar*946,欧阳宇癸,1001,20
947,*ar*947,东方宇癸,1001,20
948,*ar*948,皇甫宇癸,1001,20
949,*ar*949,淳于宇癸,1001,20
950,*ar*950,轩辕宇癸,1001,20
951,*ar*951,纳兰宙癸,1001,20
952,*ar*952,夏侯宙癸,1001,20
953,*ar*953,诸葛宙癸,1001,20
954,*ar*954,司马宙癸,1001,20
955,*ar*955,上官宙癸,1001,20
956,*ar*956,欧阳宙癸,1001,20
957,*ar*957,东方宙癸,1001,20
958,*ar*958,皇甫宙癸,1001,20
959,*ar*959,淳于宙癸,1001,20
960,*ar*960,轩辕宙癸,1001,20
961,*ar*961,纳兰洪癸,1001,20
962,*ar*962,夏侯洪癸,1001,20
963,*ar*963,诸葛洪癸,1001,20
964,*ar*964,司马洪癸,1001,20
965,*ar*965,上官洪癸,1001,20
966,*ar*966,欧阳洪癸,1001,20
967,*ar*967,东方洪癸,1001,20
968,*ar*968,皇甫洪癸,1001,20
969,*ar*969,淳于洪癸,1001,20
970,*ar*970,轩辕洪癸,1001,20
971,*ar*971,纳兰荒癸,1001,20
972,*ar*972,夏侯荒癸,1001,20
973,*ar*973,诸葛荒癸,1001,20
974,*ar*974,司马荒癸,1001,20
975,*ar*975,上官荒癸,1001,20
976,*ar*976,欧阳荒癸,1001,20
977,*ar*977,东方荒癸,1001,20
978,*ar*978,皇甫荒癸,1001,20
979,*ar*979,淳于荒癸,1001,20
980,*ar*980,轩辕荒癸,1001,20
981,*ar*981,纳兰威癸,1001,20
982,*ar*982,夏侯威癸,1001,20
983,*ar*983,诸葛威癸,1001,20
984,*ar*984,司马威癸,1001,20
985,*ar*985,上官威癸,1001,20
986,*ar*986,欧阳威癸,1001,20
987,*ar*987,东方威癸,1001,20
988,*ar*988,皇甫威癸,1001,20
989,*ar*989,淳于威癸,1001,20
990,*ar*990,轩辕威癸,1001,20
991,*ar*991,纳兰武癸,1001,20
992,*ar*992,夏侯武癸,1001,20
993,*ar*993,诸葛武癸,1001,20
994,*ar*994,司马武癸,1001,20
995,*ar*995,上官武癸,1001,20
996,*ar*996,欧阳武癸,1001,20
997,*ar*997,东方武癸,1001,20
998,*ar*998,皇甫武癸,1001,20
999,*ar*999,淳于武癸,1001,20
1000,*ar*1000,轩辕武癸,1001,20
